"","SUD_Type","q3_age","StUD_Year","REGION","EGEOLOC","n"
"1","All","Adolescent",2009,1,4,6
"2","All","Adolescent",2009,1,5,3
"3","All","Adolescent",2009,1,6,6
"4","All","Adolescent",2009,1,7,5
"5","All","Adolescent",2009,1,11,4
"6","All","Adolescent",2009,1,12,6
"7","All","Adolescent",2009,1,13,18
"8","All","Adolescent",2009,2,16,30
"9","All","Adolescent",2009,2,17,10
"10","All","Adolescent",2009,2,18,8
"11","All","Adolescent",2009,2,19,8
"12","All","Adolescent",2009,2,20,3
"13","All","Adolescent",2009,2,22,9
"14","All","Adolescent",2009,2,23,1
"15","All","Adolescent",2009,2,24,6
"16","All","Adolescent",2009,2,25,2
"17","All","Adolescent",2009,2,26,3
"18","All","Adolescent",2009,2,28,3
"19","All","Adolescent",2009,3,33,5
"20","All","Adolescent",2009,3,34,8
"21","All","Adolescent",2009,3,35,7
"22","All","Adolescent",2009,3,36,3
"23","All","Adolescent",2009,3,37,3
"24","All","Adolescent",2009,3,38,7
"25","All","Adolescent",2009,3,39,2
"26","All","Adolescent",2009,3,41,4
"27","All","Adolescent",2009,3,42,5
"28","All","Adolescent",2009,3,44,1
"29","All","Adolescent",2009,3,46,2
"30","All","Adolescent",2009,3,47,1
"31","All","Adolescent",2009,3,48,7
"32","All","Adolescent",2009,3,49,52
"33","All","Adolescent",2009,4,52,10
"34","All","Adolescent",2009,4,53,4
"35","All","Adolescent",2009,4,54,2
"36","All","Adolescent",2009,4,55,2
"37","All","Adolescent",2009,4,56,3
"38","All","Adolescent",2009,4,57,13
"39","All","Adolescent",2009,4,58,7
"40","All","Adolescent",2009,4,61,1
"41","All","Adolescent",2009,4,62,90
"42","All","Adolescent",2009,4,64,13
"43","All","Adolescent",2009,4,65,14
"44","All","Adolescent",2009,5,1,5
"45","All","Adolescent",2009,5,13,1
"46","All","Adolescent",2009,5,16,1
"47","All","Adolescent",2009,5,17,3
"48","All","Adolescent",2009,5,19,4
"49","All","Adolescent",2009,5,62,2
"50","All","Adolescent",2010,1,4,5
"51","All","Adolescent",2010,1,5,3
"52","All","Adolescent",2010,1,6,4
"53","All","Adolescent",2010,1,7,2
"54","All","Adolescent",2010,1,8,1
"55","All","Adolescent",2010,1,11,9
"56","All","Adolescent",2010,1,12,28
"57","All","Adolescent",2010,1,13,33
"58","All","Adolescent",2010,2,16,30
"59","All","Adolescent",2010,2,17,21
"60","All","Adolescent",2010,2,18,18
"61","All","Adolescent",2010,2,19,14
"62","All","Adolescent",2010,2,20,17
"63","All","Adolescent",2010,2,22,10
"64","All","Adolescent",2010,2,23,5
"65","All","Adolescent",2010,2,24,16
"66","All","Adolescent",2010,2,25,11
"67","All","Adolescent",2010,2,26,4
"68","All","Adolescent",2010,2,27,1
"69","All","Adolescent",2010,3,32,2
"70","All","Adolescent",2010,3,33,13
"71","All","Adolescent",2010,3,34,16
"72","All","Adolescent",2010,3,35,3
"73","All","Adolescent",2010,3,36,3
"74","All","Adolescent",2010,3,37,12
"75","All","Adolescent",2010,3,38,6
"76","All","Adolescent",2010,3,39,3
"77","All","Adolescent",2010,3,41,5
"78","All","Adolescent",2010,3,42,6
"79","All","Adolescent",2010,3,43,3
"80","All","Adolescent",2010,3,44,6
"81","All","Adolescent",2010,3,46,3
"82","All","Adolescent",2010,3,47,3
"83","All","Adolescent",2010,3,48,11
"84","All","Adolescent",2010,3,49,90
"85","All","Adolescent",2010,4,52,20
"86","All","Adolescent",2010,4,53,8
"87","All","Adolescent",2010,4,54,2
"88","All","Adolescent",2010,4,55,5
"89","All","Adolescent",2010,4,56,4
"90","All","Adolescent",2010,4,57,16
"91","All","Adolescent",2010,4,58,11
"92","All","Adolescent",2010,4,59,2
"93","All","Adolescent",2010,4,62,229
"94","All","Adolescent",2010,4,63,1
"95","All","Adolescent",2010,4,64,18
"96","All","Adolescent",2010,4,65,29
"97","All","Adolescent",2010,5,1,2
"98","All","Adolescent",2010,5,4,1
"99","All","Adolescent",2010,5,11,1
"100","All","Adolescent",2010,5,12,3
"101","All","Adolescent",2010,5,16,1
"102","All","Adolescent",2010,5,17,7
"103","All","Adolescent",2010,5,18,2
"104","All","Adolescent",2010,5,19,6
"105","All","Adolescent",2010,5,20,1
"106","All","Adolescent",2010,5,24,3
"107","All","Adolescent",2010,5,25,2
"108","All","Adolescent",2010,5,28,1
"109","All","Adolescent",2010,5,33,1
"110","All","Adolescent",2010,5,38,5
"111","All","Adolescent",2010,5,42,1
"112","All","Adolescent",2010,5,46,1
"113","All","Adolescent",2010,5,52,2
"114","All","Adolescent",2010,5,57,1
"115","All","Adolescent",2010,5,62,3
"116","All","Adolescent",2010,5,64,1
"117","All","Adolescent",2011,1,4,5
"118","All","Adolescent",2011,1,5,3
"119","All","Adolescent",2011,1,6,9
"120","All","Adolescent",2011,1,7,4
"121","All","Adolescent",2011,1,8,2
"122","All","Adolescent",2011,1,11,13
"123","All","Adolescent",2011,1,12,33
"124","All","Adolescent",2011,1,13,33
"125","All","Adolescent",2011,2,16,56
"126","All","Adolescent",2011,2,17,37
"127","All","Adolescent",2011,2,18,9
"128","All","Adolescent",2011,2,19,17
"129","All","Adolescent",2011,2,20,14
"130","All","Adolescent",2011,2,22,10
"131","All","Adolescent",2011,2,23,6
"132","All","Adolescent",2011,2,24,19
"133","All","Adolescent",2011,2,25,11
"134","All","Adolescent",2011,2,26,2
"135","All","Adolescent",2011,2,27,2
"136","All","Adolescent",2011,2,28,1
"137","All","Adolescent",2011,3,6,1
"138","All","Adolescent",2011,3,32,1
"139","All","Adolescent",2011,3,33,11
"140","All","Adolescent",2011,3,34,32
"141","All","Adolescent",2011,3,35,5
"142","All","Adolescent",2011,3,36,10
"143","All","Adolescent",2011,3,37,19
"144","All","Adolescent",2011,3,38,7
"145","All","Adolescent",2011,3,39,9
"146","All","Adolescent",2011,3,41,4
"147","All","Adolescent",2011,3,42,5
"148","All","Adolescent",2011,3,43,1
"149","All","Adolescent",2011,3,44,9
"150","All","Adolescent",2011,3,46,2
"151","All","Adolescent",2011,3,47,11
"152","All","Adolescent",2011,3,48,21
"153","All","Adolescent",2011,3,49,85
"154","All","Adolescent",2011,4,52,16
"155","All","Adolescent",2011,4,53,17
"156","All","Adolescent",2011,4,54,10
"157","All","Adolescent",2011,4,55,6
"158","All","Adolescent",2011,4,56,9
"159","All","Adolescent",2011,4,57,17
"160","All","Adolescent",2011,4,58,8
"161","All","Adolescent",2011,4,59,1
"162","All","Adolescent",2011,4,61,3
"163","All","Adolescent",2011,4,62,161
"164","All","Adolescent",2011,4,64,17
"165","All","Adolescent",2011,4,65,48
"166","All","Adolescent",2011,5,1,2
"167","All","Adolescent",2011,5,4,1
"168","All","Adolescent",2011,5,12,1
"169","All","Adolescent",2011,5,13,1
"170","All","Adolescent",2011,5,16,1
"171","All","Adolescent",2011,5,17,5
"172","All","Adolescent",2011,5,19,2
"173","All","Adolescent",2011,5,20,2
"174","All","Adolescent",2011,5,22,1
"175","All","Adolescent",2011,5,24,1
"176","All","Adolescent",2011,5,25,1
"177","All","Adolescent",2011,5,35,1
"178","All","Adolescent",2011,5,37,1
"179","All","Adolescent",2011,5,38,4
"180","All","Adolescent",2011,5,39,2
"181","All","Adolescent",2011,5,42,2
"182","All","Adolescent",2011,5,44,1
"183","All","Adolescent",2011,5,49,2
"184","All","Adolescent",2011,5,52,2
"185","All","Adolescent",2011,5,57,1
"186","All","Adolescent",2011,5,58,1
"187","All","Adolescent",2011,5,62,2
"188","All","Adolescent",2011,5,65,2
"189","All","Adolescent",2012,1,4,5
"190","All","Adolescent",2012,1,5,7
"191","All","Adolescent",2012,1,6,8
"192","All","Adolescent",2012,1,7,2
"193","All","Adolescent",2012,1,8,4
"194","All","Adolescent",2012,1,11,8
"195","All","Adolescent",2012,1,12,44
"196","All","Adolescent",2012,1,13,35
"197","All","Adolescent",2012,2,16,59
"198","All","Adolescent",2012,2,17,21
"199","All","Adolescent",2012,2,18,16
"200","All","Adolescent",2012,2,19,26
"201","All","Adolescent",2012,2,20,8
"202","All","Adolescent",2012,2,22,9
"203","All","Adolescent",2012,2,23,15
"204","All","Adolescent",2012,2,24,18
"205","All","Adolescent",2012,2,25,18
"206","All","Adolescent",2012,2,26,5
"207","All","Adolescent",2012,2,27,2
"208","All","Adolescent",2012,2,28,3
"209","All","Adolescent",2012,3,32,2
"210","All","Adolescent",2012,3,33,18
"211","All","Adolescent",2012,3,34,14
"212","All","Adolescent",2012,3,35,4
"213","All","Adolescent",2012,3,36,12
"214","All","Adolescent",2012,3,37,15
"215","All","Adolescent",2012,3,38,4
"216","All","Adolescent",2012,3,39,4
"217","All","Adolescent",2012,3,41,5
"218","All","Adolescent",2012,3,42,7
"219","All","Adolescent",2012,3,43,6
"220","All","Adolescent",2012,3,44,10
"221","All","Adolescent",2012,3,46,3
"222","All","Adolescent",2012,3,47,9
"223","All","Adolescent",2012,3,48,16
"224","All","Adolescent",2012,3,49,91
"225","All","Adolescent",2012,4,52,19
"226","All","Adolescent",2012,4,53,11
"227","All","Adolescent",2012,4,54,8
"228","All","Adolescent",2012,4,55,6
"229","All","Adolescent",2012,4,56,9
"230","All","Adolescent",2012,4,57,20
"231","All","Adolescent",2012,4,58,9
"232","All","Adolescent",2012,4,59,2
"233","All","Adolescent",2012,4,62,158
"234","All","Adolescent",2012,4,64,26
"235","All","Adolescent",2012,4,65,47
"236","All","Adolescent",2012,5,1,3
"237","All","Adolescent",2012,5,4,1
"238","All","Adolescent",2012,5,13,1
"239","All","Adolescent",2012,5,16,1
"240","All","Adolescent",2012,5,17,3
"241","All","Adolescent",2012,5,19,1
"242","All","Adolescent",2012,5,25,1
"243","All","Adolescent",2012,5,33,1
"244","All","Adolescent",2012,5,49,2
"245","All","Adolescent",2012,5,52,1
"246","All","Adolescent",2012,5,58,1
"247","All","Adolescent",2012,5,62,2
"248","All","Adolescent",2012,5,65,2
"249","All","Adolescent",2013,1,4,6
"250","All","Adolescent",2013,1,5,1
"251","All","Adolescent",2013,1,6,7
"252","All","Adolescent",2013,1,8,1
"253","All","Adolescent",2013,1,11,11
"254","All","Adolescent",2013,1,12,48
"255","All","Adolescent",2013,1,13,7
"256","All","Adolescent",2013,2,16,17
"257","All","Adolescent",2013,2,17,16
"258","All","Adolescent",2013,2,18,21
"259","All","Adolescent",2013,2,19,28
"260","All","Adolescent",2013,2,20,12
"261","All","Adolescent",2013,2,22,6
"262","All","Adolescent",2013,2,23,12
"263","All","Adolescent",2013,2,24,16
"264","All","Adolescent",2013,2,25,20
"265","All","Adolescent",2013,2,26,3
"266","All","Adolescent",2013,2,27,2
"267","All","Adolescent",2013,2,28,1
"268","All","Adolescent",2013,3,6,1
"269","All","Adolescent",2013,3,32,1
"270","All","Adolescent",2013,3,33,26
"271","All","Adolescent",2013,3,34,20
"272","All","Adolescent",2013,3,35,2
"273","All","Adolescent",2013,3,36,3
"274","All","Adolescent",2013,3,37,20
"275","All","Adolescent",2013,3,38,4
"276","All","Adolescent",2013,3,39,3
"277","All","Adolescent",2013,3,41,3
"278","All","Adolescent",2013,3,42,6
"279","All","Adolescent",2013,3,43,1
"280","All","Adolescent",2013,3,44,8
"281","All","Adolescent",2013,3,46,7
"282","All","Adolescent",2013,3,47,9
"283","All","Adolescent",2013,3,48,1
"284","All","Adolescent",2013,3,49,54
"285","All","Adolescent",2013,4,7,1
"286","All","Adolescent",2013,4,52,13
"287","All","Adolescent",2013,4,53,11
"288","All","Adolescent",2013,4,54,17
"289","All","Adolescent",2013,4,55,12
"290","All","Adolescent",2013,4,56,15
"291","All","Adolescent",2013,4,57,10
"292","All","Adolescent",2013,4,58,8
"293","All","Adolescent",2013,4,59,3
"294","All","Adolescent",2013,4,61,1
"295","All","Adolescent",2013,4,62,148
"296","All","Adolescent",2013,4,64,30
"297","All","Adolescent",2013,4,65,58
"298","All","Adolescent",2013,5,1,7
"299","All","Adolescent",2013,5,4,1
"300","All","Adolescent",2013,5,17,2
"301","All","Adolescent",2013,5,18,2
"302","All","Adolescent",2013,5,22,1
"303","All","Adolescent",2013,5,24,3
"304","All","Adolescent",2013,5,35,2
"305","All","Adolescent",2013,5,38,3
"306","All","Adolescent",2013,5,43,2
"307","All","Adolescent",2013,5,46,1
"308","All","Adolescent",2013,5,49,1
"309","All","Adolescent",2013,5,52,2
"310","All","Adolescent",2013,5,58,1
"311","All","Adolescent",2013,5,62,1
"312","All","Adolescent",2013,5,65,1
"313","All","Adolescent",2014,1,4,4
"314","All","Adolescent",2014,1,6,2
"315","All","Adolescent",2014,1,7,3
"316","All","Adolescent",2014,1,11,12
"317","All","Adolescent",2014,1,12,31
"318","All","Adolescent",2014,1,13,24
"319","All","Adolescent",2014,2,16,16
"320","All","Adolescent",2014,2,17,18
"321","All","Adolescent",2014,2,18,15
"322","All","Adolescent",2014,2,19,14
"323","All","Adolescent",2014,2,20,15
"324","All","Adolescent",2014,2,22,5
"325","All","Adolescent",2014,2,23,6
"326","All","Adolescent",2014,2,24,15
"327","All","Adolescent",2014,2,25,15
"328","All","Adolescent",2014,2,26,3
"329","All","Adolescent",2014,2,27,3
"330","All","Adolescent",2014,2,28,3
"331","All","Adolescent",2014,3,32,1
"332","All","Adolescent",2014,3,33,25
"333","All","Adolescent",2014,3,34,24
"334","All","Adolescent",2014,3,35,2
"335","All","Adolescent",2014,3,36,8
"336","All","Adolescent",2014,3,37,22
"337","All","Adolescent",2014,3,38,9
"338","All","Adolescent",2014,3,39,2
"339","All","Adolescent",2014,3,41,11
"340","All","Adolescent",2014,3,42,6
"341","All","Adolescent",2014,3,43,4
"342","All","Adolescent",2014,3,44,10
"343","All","Adolescent",2014,3,46,5
"344","All","Adolescent",2014,3,47,11
"345","All","Adolescent",2014,3,48,8
"346","All","Adolescent",2014,3,49,65
"347","All","Adolescent",2014,4,52,21
"348","All","Adolescent",2014,4,53,17
"349","All","Adolescent",2014,4,54,11
"350","All","Adolescent",2014,4,56,15
"351","All","Adolescent",2014,4,57,11
"352","All","Adolescent",2014,4,58,8
"353","All","Adolescent",2014,4,59,1
"354","All","Adolescent",2014,4,62,104
"355","All","Adolescent",2014,4,63,2
"356","All","Adolescent",2014,4,64,23
"357","All","Adolescent",2014,4,65,34
"358","All","Adolescent",2014,5,1,4
"359","All","Adolescent",2014,5,4,3
"360","All","Adolescent",2014,5,16,2
"361","All","Adolescent",2014,5,17,2
"362","All","Adolescent",2014,5,18,1
"363","All","Adolescent",2014,5,19,1
"364","All","Adolescent",2014,5,23,1
"365","All","Adolescent",2014,5,25,1
"366","All","Adolescent",2014,5,38,2
"367","All","Adolescent",2014,5,49,1
"368","All","Adolescent",2014,5,52,1
"369","All","Adolescent",2014,5,62,1
"370","All","Adolescent",2015,1,4,1
"371","All","Adolescent",2015,1,5,1
"372","All","Adolescent",2015,1,6,4
"373","All","Adolescent",2015,1,7,1
"374","All","Adolescent",2015,1,11,2
"375","All","Adolescent",2015,1,12,29
"376","All","Adolescent",2015,1,13,11
"377","All","Adolescent",2015,2,16,14
"378","All","Adolescent",2015,2,17,6
"379","All","Adolescent",2015,2,18,10
"380","All","Adolescent",2015,2,19,11
"381","All","Adolescent",2015,2,20,10
"382","All","Adolescent",2015,2,22,5
"383","All","Adolescent",2015,2,23,2
"384","All","Adolescent",2015,2,24,3
"385","All","Adolescent",2015,2,25,14
"386","All","Adolescent",2015,2,26,6
"387","All","Adolescent",2015,2,28,2
"388","All","Adolescent",2015,3,33,9
"389","All","Adolescent",2015,3,34,11
"390","All","Adolescent",2015,3,35,5
"391","All","Adolescent",2015,3,36,5
"392","All","Adolescent",2015,3,37,22
"393","All","Adolescent",2015,3,38,3
"394","All","Adolescent",2015,3,41,4
"395","All","Adolescent",2015,3,42,3
"396","All","Adolescent",2015,3,43,2
"397","All","Adolescent",2015,3,44,10
"398","All","Adolescent",2015,3,46,1
"399","All","Adolescent",2015,3,47,11
"400","All","Adolescent",2015,3,48,13
"401","All","Adolescent",2015,3,49,33
"402","All","Adolescent",2015,4,52,10
"403","All","Adolescent",2015,4,53,7
"404","All","Adolescent",2015,4,54,5
"405","All","Adolescent",2015,4,56,4
"406","All","Adolescent",2015,4,57,2
"407","All","Adolescent",2015,4,58,5
"408","All","Adolescent",2015,4,61,1
"409","All","Adolescent",2015,4,62,35
"410","All","Adolescent",2015,4,64,19
"411","All","Adolescent",2015,4,65,24
"412","All","Adolescent",2015,5,22,1
"413","All","Adolescent",2015,5,25,2
"414","All","Adolescent",2015,5,37,1
"415","All","Adolescent",2015,5,64,1
"416","All","Adult",2009,1,4,14
"417","All","Adult",2009,1,5,7
"418","All","Adult",2009,1,6,16
"419","All","Adult",2009,1,7,2
"420","All","Adult",2009,1,9,1
"421","All","Adult",2009,1,11,10
"422","All","Adult",2009,1,12,38
"423","All","Adult",2009,1,13,36
"424","All","Adult",2009,2,16,44
"425","All","Adult",2009,2,17,37
"426","All","Adult",2009,2,18,12
"427","All","Adult",2009,2,19,23
"428","All","Adult",2009,2,20,11
"429","All","Adult",2009,2,22,44
"430","All","Adult",2009,2,23,5
"431","All","Adult",2009,2,24,14
"432","All","Adult",2009,2,25,16
"433","All","Adult",2009,2,26,3
"434","All","Adult",2009,2,27,4
"435","All","Adult",2009,2,28,6
"436","All","Adult",2009,3,31,4
"437","All","Adult",2009,3,33,29
"438","All","Adult",2009,3,34,39
"439","All","Adult",2009,3,35,13
"440","All","Adult",2009,3,36,11
"441","All","Adult",2009,3,37,21
"442","All","Adult",2009,3,38,12
"443","All","Adult",2009,3,39,6
"444","All","Adult",2009,3,41,11
"445","All","Adult",2009,3,42,13
"446","All","Adult",2009,3,43,8
"447","All","Adult",2009,3,44,16
"448","All","Adult",2009,3,46,8
"449","All","Adult",2009,3,47,6
"450","All","Adult",2009,3,48,48
"451","All","Adult",2009,3,49,191
"452","All","Adult",2009,4,52,24
"453","All","Adult",2009,4,53,15
"454","All","Adult",2009,4,54,2
"455","All","Adult",2009,4,55,13
"456","All","Adult",2009,4,56,13
"457","All","Adult",2009,4,57,26
"458","All","Adult",2009,4,58,6
"459","All","Adult",2009,4,59,5
"460","All","Adult",2009,4,61,3
"461","All","Adult",2009,4,62,336
"462","All","Adult",2009,4,64,16
"463","All","Adult",2009,4,65,22
"464","All","Adult",2009,5,1,7
"465","All","Adult",2009,5,4,1
"466","All","Adult",2009,5,6,1
"467","All","Adult",2009,5,8,1
"468","All","Adult",2009,5,12,4
"469","All","Adult",2009,5,13,1
"470","All","Adult",2009,5,17,16
"471","All","Adult",2009,5,18,1
"472","All","Adult",2009,5,19,7
"473","All","Adult",2009,5,22,2
"474","All","Adult",2009,5,24,3
"475","All","Adult",2009,5,33,2
"476","All","Adult",2009,5,39,2
"477","All","Adult",2009,5,41,1
"478","All","Adult",2009,5,46,2
"479","All","Adult",2009,5,47,1
"480","All","Adult",2009,5,49,2
"481","All","Adult",2009,5,53,2
"482","All","Adult",2009,5,54,1
"483","All","Adult",2009,5,56,1
"484","All","Adult",2009,5,58,1
"485","All","Adult",2009,5,62,5
"486","All","Adult",2009,5,65,1
"487","All","Adult",2010,1,4,18
"488","All","Adult",2010,1,5,11
"489","All","Adult",2010,1,6,29
"490","All","Adult",2010,1,7,8
"491","All","Adult",2010,1,8,2
"492","All","Adult",2010,1,9,4
"493","All","Adult",2010,1,11,13
"494","All","Adult",2010,1,12,91
"495","All","Adult",2010,1,13,85
"496","All","Adult",2010,2,16,81
"497","All","Adult",2010,2,17,96
"498","All","Adult",2010,2,18,27
"499","All","Adult",2010,2,19,51
"500","All","Adult",2010,2,20,21
"501","All","Adult",2010,2,22,41
"502","All","Adult",2010,2,23,13
"503","All","Adult",2010,2,24,33
"504","All","Adult",2010,2,25,43
"505","All","Adult",2010,2,26,16
"506","All","Adult",2010,2,27,4
"507","All","Adult",2010,2,28,2
"508","All","Adult",2010,3,7,1
"509","All","Adult",2010,3,31,5
"510","All","Adult",2010,3,32,6
"511","All","Adult",2010,3,33,65
"512","All","Adult",2010,3,34,89
"513","All","Adult",2010,3,35,8
"514","All","Adult",2010,3,36,32
"515","All","Adult",2010,3,37,56
"516","All","Adult",2010,3,38,21
"517","All","Adult",2010,3,39,15
"518","All","Adult",2010,3,41,41
"519","All","Adult",2010,3,42,39
"520","All","Adult",2010,3,43,18
"521","All","Adult",2010,3,44,24
"522","All","Adult",2010,3,46,29
"523","All","Adult",2010,3,47,17
"524","All","Adult",2010,3,48,88
"525","All","Adult",2010,3,49,318
"526","All","Adult",2010,4,52,60
"527","All","Adult",2010,4,53,28
"528","All","Adult",2010,4,54,8
"529","All","Adult",2010,4,55,18
"530","All","Adult",2010,4,56,37
"531","All","Adult",2010,4,57,59
"532","All","Adult",2010,4,58,28
"533","All","Adult",2010,4,59,6
"534","All","Adult",2010,4,61,3
"535","All","Adult",2010,4,62,684
"536","All","Adult",2010,4,64,44
"537","All","Adult",2010,4,65,50
"538","All","Adult",2010,5,1,9
"539","All","Adult",2010,5,4,1
"540","All","Adult",2010,5,6,1
"541","All","Adult",2010,5,9,1
"542","All","Adult",2010,5,11,1
"543","All","Adult",2010,5,12,2
"544","All","Adult",2010,5,17,27
"545","All","Adult",2010,5,18,6
"546","All","Adult",2010,5,19,15
"547","All","Adult",2010,5,20,3
"548","All","Adult",2010,5,24,2
"549","All","Adult",2010,5,25,1
"550","All","Adult",2010,5,26,1
"551","All","Adult",2010,5,27,1
"552","All","Adult",2010,5,33,1
"553","All","Adult",2010,5,34,5
"554","All","Adult",2010,5,36,2
"555","All","Adult",2010,5,37,1
"556","All","Adult",2010,5,38,16
"557","All","Adult",2010,5,39,3
"558","All","Adult",2010,5,41,1
"559","All","Adult",2010,5,42,4
"560","All","Adult",2010,5,43,5
"561","All","Adult",2010,5,44,1
"562","All","Adult",2010,5,46,1
"563","All","Adult",2010,5,48,2
"564","All","Adult",2010,5,49,3
"565","All","Adult",2010,5,52,2
"566","All","Adult",2010,5,53,1
"567","All","Adult",2010,5,54,1
"568","All","Adult",2010,5,58,1
"569","All","Adult",2010,5,62,11
"570","All","Adult",2010,5,64,1
"571","All","Adult",2010,5,65,4
"572","All","Adult",2011,1,4,18
"573","All","Adult",2011,1,5,6
"574","All","Adult",2011,1,6,20
"575","All","Adult",2011,1,7,6
"576","All","Adult",2011,1,8,3
"577","All","Adult",2011,1,9,2
"578","All","Adult",2011,1,11,14
"579","All","Adult",2011,1,12,129
"580","All","Adult",2011,1,13,87
"581","All","Adult",2011,2,16,98
"582","All","Adult",2011,2,17,161
"583","All","Adult",2011,2,18,37
"584","All","Adult",2011,2,19,85
"585","All","Adult",2011,2,20,17
"586","All","Adult",2011,2,22,27
"587","All","Adult",2011,2,23,20
"588","All","Adult",2011,2,24,40
"589","All","Adult",2011,2,25,62
"590","All","Adult",2011,2,26,7
"591","All","Adult",2011,2,27,6
"592","All","Adult",2011,2,28,3
"593","All","Adult",2011,3,31,4
"594","All","Adult",2011,3,32,2
"595","All","Adult",2011,3,33,68
"596","All","Adult",2011,3,34,103
"597","All","Adult",2011,3,35,5
"598","All","Adult",2011,3,36,38
"599","All","Adult",2011,3,37,78
"600","All","Adult",2011,3,38,30
"601","All","Adult",2011,3,39,26
"602","All","Adult",2011,3,41,36
"603","All","Adult",2011,3,42,54
"604","All","Adult",2011,3,43,14
"605","All","Adult",2011,3,44,45
"606","All","Adult",2011,3,46,21
"607","All","Adult",2011,3,47,60
"608","All","Adult",2011,3,48,79
"609","All","Adult",2011,3,49,396
"610","All","Adult",2011,4,52,81
"611","All","Adult",2011,4,53,30
"612","All","Adult",2011,4,54,17
"613","All","Adult",2011,4,55,18
"614","All","Adult",2011,4,56,47
"615","All","Adult",2011,4,57,64
"616","All","Adult",2011,4,58,36
"617","All","Adult",2011,4,59,7
"618","All","Adult",2011,4,61,2
"619","All","Adult",2011,4,62,784
"620","All","Adult",2011,4,63,1
"621","All","Adult",2011,4,64,38
"622","All","Adult",2011,4,65,54
"623","All","Adult",2011,5,1,8
"624","All","Adult",2011,5,4,4
"625","All","Adult",2011,5,5,3
"626","All","Adult",2011,5,7,2
"627","All","Adult",2011,5,12,5
"628","All","Adult",2011,5,13,1
"629","All","Adult",2011,5,16,5
"630","All","Adult",2011,5,17,28
"631","All","Adult",2011,5,18,3
"632","All","Adult",2011,5,19,10
"633","All","Adult",2011,5,20,1
"634","All","Adult",2011,5,22,1
"635","All","Adult",2011,5,23,3
"636","All","Adult",2011,5,24,1
"637","All","Adult",2011,5,25,1
"638","All","Adult",2011,5,34,4
"639","All","Adult",2011,5,36,4
"640","All","Adult",2011,5,37,1
"641","All","Adult",2011,5,38,20
"642","All","Adult",2011,5,39,4
"643","All","Adult",2011,5,41,2
"644","All","Adult",2011,5,42,8
"645","All","Adult",2011,5,44,2
"646","All","Adult",2011,5,46,1
"647","All","Adult",2011,5,48,1
"648","All","Adult",2011,5,49,4
"649","All","Adult",2011,5,52,2
"650","All","Adult",2011,5,53,1
"651","All","Adult",2011,5,58,3
"652","All","Adult",2011,5,61,1
"653","All","Adult",2011,5,62,11
"654","All","Adult",2011,5,64,1
"655","All","Adult",2011,5,65,4
"656","All","Adult",2012,1,4,25
"657","All","Adult",2012,1,5,7
"658","All","Adult",2012,1,6,26
"659","All","Adult",2012,1,7,7
"660","All","Adult",2012,1,8,3
"661","All","Adult",2012,1,11,26
"662","All","Adult",2012,1,12,134
"663","All","Adult",2012,1,13,121
"664","All","Adult",2012,2,16,96
"665","All","Adult",2012,2,17,123
"666","All","Adult",2012,2,18,60
"667","All","Adult",2012,2,19,76
"668","All","Adult",2012,2,20,22
"669","All","Adult",2012,2,22,41
"670","All","Adult",2012,2,23,32
"671","All","Adult",2012,2,24,46
"672","All","Adult",2012,2,25,70
"673","All","Adult",2012,2,26,10
"674","All","Adult",2012,2,27,4
"675","All","Adult",2012,2,28,7
"676","All","Adult",2012,3,4,2
"677","All","Adult",2012,3,6,2
"678","All","Adult",2012,3,9,1
"679","All","Adult",2012,3,31,3
"680","All","Adult",2012,3,32,3
"681","All","Adult",2012,3,33,78
"682","All","Adult",2012,3,34,118
"683","All","Adult",2012,3,35,12
"684","All","Adult",2012,3,36,66
"685","All","Adult",2012,3,37,84
"686","All","Adult",2012,3,38,22
"687","All","Adult",2012,3,39,46
"688","All","Adult",2012,3,41,36
"689","All","Adult",2012,3,42,42
"690","All","Adult",2012,3,43,17
"691","All","Adult",2012,3,44,47
"692","All","Adult",2012,3,46,27
"693","All","Adult",2012,3,47,78
"694","All","Adult",2012,3,48,101
"695","All","Adult",2012,3,49,370
"696","All","Adult",2012,4,7,1
"697","All","Adult",2012,4,52,83
"698","All","Adult",2012,4,53,42
"699","All","Adult",2012,4,54,36
"700","All","Adult",2012,4,55,15
"701","All","Adult",2012,4,56,47
"702","All","Adult",2012,4,57,64
"703","All","Adult",2012,4,58,42
"704","All","Adult",2012,4,59,9
"705","All","Adult",2012,4,61,4
"706","All","Adult",2012,4,62,921
"707","All","Adult",2012,4,63,2
"708","All","Adult",2012,4,64,52
"709","All","Adult",2012,4,65,71
"710","All","Adult",2012,5,1,12
"711","All","Adult",2012,5,4,4
"712","All","Adult",2012,5,7,1
"713","All","Adult",2012,5,11,2
"714","All","Adult",2012,5,12,2
"715","All","Adult",2012,5,16,3
"716","All","Adult",2012,5,17,22
"717","All","Adult",2012,5,18,3
"718","All","Adult",2012,5,19,14
"719","All","Adult",2012,5,20,6
"720","All","Adult",2012,5,22,1
"721","All","Adult",2012,5,23,2
"722","All","Adult",2012,5,25,2
"723","All","Adult",2012,5,33,3
"724","All","Adult",2012,5,34,2
"725","All","Adult",2012,5,36,2
"726","All","Adult",2012,5,37,1
"727","All","Adult",2012,5,38,15
"728","All","Adult",2012,5,39,3
"729","All","Adult",2012,5,41,2
