"","SUD_Type","q3_age","StUD_Year","REGION","EGEOLOC","n"
"1430","All","Young Adult",2015,2,24,35
"1431","All","Young Adult",2015,2,25,98
"1432","All","Young Adult",2015,2,26,10
"1433","All","Young Adult",2015,2,27,2
"1434","All","Young Adult",2015,2,28,2
"1435","All","Young Adult",2015,3,32,7
"1436","All","Young Adult",2015,3,33,78
"1437","All","Young Adult",2015,3,34,100
"1438","All","Young Adult",2015,3,35,17
"1439","All","Young Adult",2015,3,36,37
"1440","All","Young Adult",2015,3,37,84
"1441","All","Young Adult",2015,3,38,35
"1442","All","Young Adult",2015,3,39,8
"1443","All","Young Adult",2015,3,41,30
"1444","All","Young Adult",2015,3,42,49
"1445","All","Young Adult",2015,3,43,24
"1446","All","Young Adult",2015,3,44,75
"1447","All","Young Adult",2015,3,46,11
"1448","All","Young Adult",2015,3,47,119
"1449","All","Young Adult",2015,3,48,56
"1450","All","Young Adult",2015,3,49,217
"1451","All","Young Adult",2015,4,6,1
"1452","All","Young Adult",2015,4,52,73
"1453","All","Young Adult",2015,4,53,32
"1454","All","Young Adult",2015,4,54,65
"1455","All","Young Adult",2015,4,55,8
"1456","All","Young Adult",2015,4,56,35
"1457","All","Young Adult",2015,4,57,40
"1458","All","Young Adult",2015,4,58,42
"1459","All","Young Adult",2015,4,59,7
"1460","All","Young Adult",2015,4,61,7
"1461","All","Young Adult",2015,4,62,241
"1462","All","Young Adult",2015,4,63,2
"1463","All","Young Adult",2015,4,64,62
"1464","All","Young Adult",2015,4,65,166
"1465","All","Young Adult",2015,5,1,2
"1466","All","Young Adult",2015,5,17,1
"1467","All","Young Adult",2015,5,19,1
"1468","All","Young Adult",2015,5,34,4
"1469","All","Young Adult",2015,5,36,1
"1470","All","Young Adult",2015,5,52,4
"1471","All","Young Adult",2015,5,58,1
"1472","All","Young Adult",2015,5,62,2
"1473","All","Young Adult",2015,5,64,1
"1474","All","Young Adult",2015,5,65,1
"1475","Cocaine","Adolescent",2009,1,4,14
"1476","Cocaine","Adolescent",2009,1,6,5
"1477","Cocaine","Adolescent",2009,1,7,5
"1478","Cocaine","Adolescent",2009,1,11,8
"1479","Cocaine","Adolescent",2009,1,12,25
"1480","Cocaine","Adolescent",2009,1,13,34
"1481","Cocaine","Adolescent",2009,2,16,47
"1482","Cocaine","Adolescent",2009,2,17,5
"1483","Cocaine","Adolescent",2009,2,18,4
"1484","Cocaine","Adolescent",2009,2,19,12
"1485","Cocaine","Adolescent",2009,2,20,2
"1486","Cocaine","Adolescent",2009,2,22,8
"1487","Cocaine","Adolescent",2009,2,23,2
"1488","Cocaine","Adolescent",2009,2,24,2
"1489","Cocaine","Adolescent",2009,2,25,5
"1490","Cocaine","Adolescent",2009,2,27,1
"1491","Cocaine","Adolescent",2009,3,4,1
"1492","Cocaine","Adolescent",2009,3,31,2
"1493","Cocaine","Adolescent",2009,3,32,3
"1494","Cocaine","Adolescent",2009,3,33,13
"1495","Cocaine","Adolescent",2009,3,34,8
"1496","Cocaine","Adolescent",2009,3,35,17
"1497","Cocaine","Adolescent",2009,3,36,4
"1498","Cocaine","Adolescent",2009,3,37,3
"1499","Cocaine","Adolescent",2009,3,38,2
"1500","Cocaine","Adolescent",2009,3,39,2
"1501","Cocaine","Adolescent",2009,3,41,4
"1502","Cocaine","Adolescent",2009,3,42,6
"1503","Cocaine","Adolescent",2009,3,44,2
"1504","Cocaine","Adolescent",2009,3,47,4
"1505","Cocaine","Adolescent",2009,3,48,3
"1506","Cocaine","Adolescent",2009,3,49,59
"1507","Cocaine","Adolescent",2009,4,6,1
"1508","Cocaine","Adolescent",2009,4,52,6
"1509","Cocaine","Adolescent",2009,4,53,4
"1510","Cocaine","Adolescent",2009,4,56,1
"1511","Cocaine","Adolescent",2009,4,57,15
"1512","Cocaine","Adolescent",2009,4,59,1
"1513","Cocaine","Adolescent",2009,4,62,28
"1514","Cocaine","Adolescent",2009,4,64,2
"1515","Cocaine","Adolescent",2009,4,65,3
"1516","Cocaine","Adolescent",2009,5,1,1
"1517","Cocaine","Adolescent",2009,5,12,1
"1518","Cocaine","Adolescent",2009,5,13,1
"1519","Cocaine","Adolescent",2009,5,17,1
"1520","Cocaine","Adolescent",2009,5,34,1
"1521","Cocaine","Adolescent",2009,5,38,1
"1522","Cocaine","Adolescent",2010,1,4,17
"1523","Cocaine","Adolescent",2010,1,5,1
"1524","Cocaine","Adolescent",2010,1,6,4
"1525","Cocaine","Adolescent",2010,1,7,3
"1526","Cocaine","Adolescent",2010,1,8,3
"1527","Cocaine","Adolescent",2010,1,11,16
"1528","Cocaine","Adolescent",2010,1,12,42
"1529","Cocaine","Adolescent",2010,1,13,47
"1530","Cocaine","Adolescent",2010,2,16,82
"1531","Cocaine","Adolescent",2010,2,17,8
"1532","Cocaine","Adolescent",2010,2,18,15
"1533","Cocaine","Adolescent",2010,2,19,14
"1534","Cocaine","Adolescent",2010,2,20,8
"1535","Cocaine","Adolescent",2010,2,22,5
"1536","Cocaine","Adolescent",2010,2,23,6
"1537","Cocaine","Adolescent",2010,2,24,2
"1538","Cocaine","Adolescent",2010,2,25,11
"1539","Cocaine","Adolescent",2010,2,26,2
"1540","Cocaine","Adolescent",2010,2,28,1
"1541","Cocaine","Adolescent",2010,3,4,1
"1542","Cocaine","Adolescent",2010,3,32,1
"1543","Cocaine","Adolescent",2010,3,33,16
"1544","Cocaine","Adolescent",2010,3,34,14
"1545","Cocaine","Adolescent",2010,3,35,8
"1546","Cocaine","Adolescent",2010,3,36,12
"1547","Cocaine","Adolescent",2010,3,37,13
"1548","Cocaine","Adolescent",2010,3,38,4
"1549","Cocaine","Adolescent",2010,3,39,4
"1550","Cocaine","Adolescent",2010,3,41,4
"1551","Cocaine","Adolescent",2010,3,42,5
"1552","Cocaine","Adolescent",2010,3,43,1
"1553","Cocaine","Adolescent",2010,3,44,9
"1554","Cocaine","Adolescent",2010,3,47,1
"1555","Cocaine","Adolescent",2010,3,48,4
"1556","Cocaine","Adolescent",2010,3,49,87
"1557","Cocaine","Adolescent",2010,4,52,5
"1558","Cocaine","Adolescent",2010,4,53,7
"1559","Cocaine","Adolescent",2010,4,55,4
"1560","Cocaine","Adolescent",2010,4,56,2
"1561","Cocaine","Adolescent",2010,4,57,18
"1562","Cocaine","Adolescent",2010,4,58,2
"1563","Cocaine","Adolescent",2010,4,59,1
"1564","Cocaine","Adolescent",2010,4,61,1
"1565","Cocaine","Adolescent",2010,4,62,32
"1566","Cocaine","Adolescent",2010,4,64,4
"1567","Cocaine","Adolescent",2010,4,65,3
"1568","Cocaine","Adolescent",2010,5,1,4
"1569","Cocaine","Adolescent",2010,5,5,1
"1570","Cocaine","Adolescent",2010,5,6,1
"1571","Cocaine","Adolescent",2010,5,11,2
"1572","Cocaine","Adolescent",2010,5,13,1
"1573","Cocaine","Adolescent",2010,5,16,3
"1574","Cocaine","Adolescent",2010,5,17,3
"1575","Cocaine","Adolescent",2010,5,19,7
"1576","Cocaine","Adolescent",2010,5,20,1
"1577","Cocaine","Adolescent",2010,5,33,2
"1578","Cocaine","Adolescent",2010,5,35,1
"1579","Cocaine","Adolescent",2010,5,36,2
"1580","Cocaine","Adolescent",2010,5,37,1
"1581","Cocaine","Adolescent",2010,5,38,7
"1582","Cocaine","Adolescent",2010,5,39,1
"1583","Cocaine","Adolescent",2010,5,42,1
"1584","Cocaine","Adolescent",2010,5,49,1
"1585","Cocaine","Adolescent",2011,1,4,10
"1586","Cocaine","Adolescent",2011,1,5,4
"1587","Cocaine","Adolescent",2011,1,6,7
"1588","Cocaine","Adolescent",2011,1,7,3
"1589","Cocaine","Adolescent",2011,1,8,2
"1590","Cocaine","Adolescent",2011,1,11,16
"1591","Cocaine","Adolescent",2011,1,12,82
"1592","Cocaine","Adolescent",2011,1,13,38
"1593","Cocaine","Adolescent",2011,2,16,57
"1594","Cocaine","Adolescent",2011,2,17,16
"1595","Cocaine","Adolescent",2011,2,18,10
"1596","Cocaine","Adolescent",2011,2,19,26
"1597","Cocaine","Adolescent",2011,2,20,6
"1598","Cocaine","Adolescent",2011,2,22,1
"1599","Cocaine","Adolescent",2011,2,23,1
"1600","Cocaine","Adolescent",2011,2,24,10
"1601","Cocaine","Adolescent",2011,2,25,8
"1602","Cocaine","Adolescent",2011,2,28,1
"1603","Cocaine","Adolescent",2011,3,32,4
"1604","Cocaine","Adolescent",2011,3,33,12
"1605","Cocaine","Adolescent",2011,3,34,16
"1606","Cocaine","Adolescent",2011,3,35,6
"1607","Cocaine","Adolescent",2011,3,36,24
"1608","Cocaine","Adolescent",2011,3,37,14
"1609","Cocaine","Adolescent",2011,3,38,3
"1610","Cocaine","Adolescent",2011,3,39,1
"1611","Cocaine","Adolescent",2011,3,41,6
"1612","Cocaine","Adolescent",2011,3,42,10
"1613","Cocaine","Adolescent",2011,3,43,1
"1614","Cocaine","Adolescent",2011,3,44,3
"1615","Cocaine","Adolescent",2011,3,46,2
"1616","Cocaine","Adolescent",2011,3,47,4
"1617","Cocaine","Adolescent",2011,3,48,4
"1618","Cocaine","Adolescent",2011,3,49,82
"1619","Cocaine","Adolescent",2011,4,52,12
"1620","Cocaine","Adolescent",2011,4,53,9
"1621","Cocaine","Adolescent",2011,4,54,2
"1622","Cocaine","Adolescent",2011,4,55,2
"1623","Cocaine","Adolescent",2011,4,56,3
"1624","Cocaine","Adolescent",2011,4,57,22
"1625","Cocaine","Adolescent",2011,4,58,6
"1626","Cocaine","Adolescent",2011,4,62,47
"1627","Cocaine","Adolescent",2011,4,64,8
"1628","Cocaine","Adolescent",2011,4,65,9
"1629","Cocaine","Adolescent",2011,5,1,4
"1630","Cocaine","Adolescent",2011,5,4,1
"1631","Cocaine","Adolescent",2011,5,11,1
"1632","Cocaine","Adolescent",2011,5,12,1
"1633","Cocaine","Adolescent",2011,5,13,1
"1634","Cocaine","Adolescent",2011,5,18,1
"1635","Cocaine","Adolescent",2011,5,19,3
"1636","Cocaine","Adolescent",2011,5,20,2
"1637","Cocaine","Adolescent",2011,5,34,2
"1638","Cocaine","Adolescent",2011,5,36,2
"1639","Cocaine","Adolescent",2011,5,38,10
"1640","Cocaine","Adolescent",2011,5,41,1
"1641","Cocaine","Adolescent",2011,5,42,1
"1642","Cocaine","Adolescent",2011,5,49,4
"1643","Cocaine","Adolescent",2011,5,53,1
"1644","Cocaine","Adolescent",2011,5,57,1
"1645","Cocaine","Adolescent",2011,5,65,1
"1646","Cocaine","Adolescent",2012,1,4,9
"1647","Cocaine","Adolescent",2012,1,5,2
"1648","Cocaine","Adolescent",2012,1,6,11
"1649","Cocaine","Adolescent",2012,1,7,3
"1650","Cocaine","Adolescent",2012,1,8,1
"1651","Cocaine","Adolescent",2012,1,11,15
"1652","Cocaine","Adolescent",2012,1,12,88
"1653","Cocaine","Adolescent",2012,1,13,31
"1654","Cocaine","Adolescent",2012,2,16,53
"1655","Cocaine","Adolescent",2012,2,17,8
"1656","Cocaine","Adolescent",2012,2,18,4
"1657","Cocaine","Adolescent",2012,2,19,19
"1658","Cocaine","Adolescent",2012,2,20,6
"1659","Cocaine","Adolescent",2012,2,22,1
"1660","Cocaine","Adolescent",2012,2,23,2
"1661","Cocaine","Adolescent",2012,2,24,7
"1662","Cocaine","Adolescent",2012,2,25,5
"1663","Cocaine","Adolescent",2012,2,26,6
"1664","Cocaine","Adolescent",2012,2,28,1
"1665","Cocaine","Adolescent",2012,3,6,1
"1666","Cocaine","Adolescent",2012,3,32,2
"1667","Cocaine","Adolescent",2012,3,33,37
"1668","Cocaine","Adolescent",2012,3,34,13
"1669","Cocaine","Adolescent",2012,3,35,4
"1670","Cocaine","Adolescent",2012,3,36,13
"1671","Cocaine","Adolescent",2012,3,37,15
"1672","Cocaine","Adolescent",2012,3,38,3
"1673","Cocaine","Adolescent",2012,3,39,1
"1674","Cocaine","Adolescent",2012,3,41,4
"1675","Cocaine","Adolescent",2012,3,42,6
"1676","Cocaine","Adolescent",2012,3,44,4
"1677","Cocaine","Adolescent",2012,3,46,2
"1678","Cocaine","Adolescent",2012,3,47,7
"1679","Cocaine","Adolescent",2012,3,48,5
"1680","Cocaine","Adolescent",2012,3,49,69
"1681","Cocaine","Adolescent",2012,4,52,7
"1682","Cocaine","Adolescent",2012,4,53,13
"1683","Cocaine","Adolescent",2012,4,54,1
"1684","Cocaine","Adolescent",2012,4,55,2
"1685","Cocaine","Adolescent",2012,4,56,1
"1686","Cocaine","Adolescent",2012,4,57,17
"1687","Cocaine","Adolescent",2012,4,58,1
"1688","Cocaine","Adolescent",2012,4,62,46
"1689","Cocaine","Adolescent",2012,4,64,4
"1690","Cocaine","Adolescent",2012,4,65,7
"1691","Cocaine","Adolescent",2012,5,1,5
"1692","Cocaine","Adolescent",2012,5,12,1
"1693","Cocaine","Adolescent",2012,5,13,1
"1694","Cocaine","Adolescent",2012,5,16,1
"1695","Cocaine","Adolescent",2012,5,17,3
"1696","Cocaine","Adolescent",2012,5,19,4
"1697","Cocaine","Adolescent",2012,5,20,1
"1698","Cocaine","Adolescent",2012,5,34,1
"1699","Cocaine","Adolescent",2012,5,36,2
"1700","Cocaine","Adolescent",2012,5,37,2
"1701","Cocaine","Adolescent",2012,5,38,4
"1702","Cocaine","Adolescent",2012,5,43,1
"1703","Cocaine","Adolescent",2012,5,65,1
"1704","Cocaine","Adolescent",2013,1,4,9
"1705","Cocaine","Adolescent",2013,1,5,1
"1706","Cocaine","Adolescent",2013,1,6,6
"1707","Cocaine","Adolescent",2013,1,7,1
"1708","Cocaine","Adolescent",2013,1,11,9
"1709","Cocaine","Adolescent",2013,1,12,66
"1710","Cocaine","Adolescent",2013,1,13,11
"1711","Cocaine","Adolescent",2013,2,16,7
"1712","Cocaine","Adolescent",2013,2,17,8
"1713","Cocaine","Adolescent",2013,2,18,7
"1714","Cocaine","Adolescent",2013,2,19,19
"1715","Cocaine","Adolescent",2013,2,20,8
"1716","Cocaine","Adolescent",2013,2,22,2
"1717","Cocaine","Adolescent",2013,2,24,2
"1718","Cocaine","Adolescent",2013,2,25,3
"1719","Cocaine","Adolescent",2013,2,26,2
"1720","Cocaine","Adolescent",2013,3,8,1
"1721","Cocaine","Adolescent",2013,3,33,21
"1722","Cocaine","Adolescent",2013,3,34,15
"1723","Cocaine","Adolescent",2013,3,35,5
"1724","Cocaine","Adolescent",2013,3,36,7
"1725","Cocaine","Adolescent",2013,3,37,12
"1726","Cocaine","Adolescent",2013,3,38,4
"1727","Cocaine","Adolescent",2013,3,41,1
"1728","Cocaine","Adolescent",2013,3,42,5
"1729","Cocaine","Adolescent",2013,3,43,1
"1730","Cocaine","Adolescent",2013,3,46,2
"1731","Cocaine","Adolescent",2013,3,47,6
"1732","Cocaine","Adolescent",2013,3,49,26
"1733","Cocaine","Adolescent",2013,4,52,5
"1734","Cocaine","Adolescent",2013,4,53,10
"1735","Cocaine","Adolescent",2013,4,54,1
"1736","Cocaine","Adolescent",2013,4,55,1
"1737","Cocaine","Adolescent",2013,4,56,1
"1738","Cocaine","Adolescent",2013,4,57,5
"1739","Cocaine","Adolescent",2013,4,62,32
"1740","Cocaine","Adolescent",2013,4,64,1
"1741","Cocaine","Adolescent",2013,4,65,7
"1742","Cocaine","Adolescent",2013,5,1,2
"1743","Cocaine","Adolescent",2013,5,12,1
"1744","Cocaine","Adolescent",2013,5,16,2
"1745","Cocaine","Adolescent",2013,5,17,1
"1746","Cocaine","Adolescent",2013,5,19,4
"1747","Cocaine","Adolescent",2013,5,38,5
"1748","Cocaine","Adolescent",2013,5,49,1
"1749","Cocaine","Adolescent",2013,5,58,1
"1750","Cocaine","Adolescent",2014,1,4,7
"1751","Cocaine","Adolescent",2014,1,5,1
"1752","Cocaine","Adolescent",2014,1,6,6
"1753","Cocaine","Adolescent",2014,1,7,3
"1754","Cocaine","Adolescent",2014,1,8,1
"1755","Cocaine","Adolescent",2014,1,11,7
"1756","Cocaine","Adolescent",2014,1,12,53
"1757","Cocaine","Adolescent",2014,1,13,19
"1758","Cocaine","Adolescent",2014,2,16,9
"1759","Cocaine","Adolescent",2014,2,17,7
"1760","Cocaine","Adolescent",2014,2,18,10
"1761","Cocaine","Adolescent",2014,2,19,11
"1762","Cocaine","Adolescent",2014,2,20,9
"1763","Cocaine","Adolescent",2014,2,22,1
"1764","Cocaine","Adolescent",2014,2,23,1
"1765","Cocaine","Adolescent",2014,2,25,4
"1766","Cocaine","Adolescent",2014,2,26,1
"1767","Cocaine","Adolescent",2014,3,33,20
"1768","Cocaine","Adolescent",2014,3,34,15
"1769","Cocaine","Adolescent",2014,3,35,7
"1770","Cocaine","Adolescent",2014,3,36,14
"1771","Cocaine","Adolescent",2014,3,37,16
"1772","Cocaine","Adolescent",2014,3,38,6
"1773","Cocaine","Adolescent",2014,3,39,2
"1774","Cocaine","Adolescent",2014,3,41,2
"1775","Cocaine","Adolescent",2014,3,42,5
"1776","Cocaine","Adolescent",2014,3,43,1
"1777","Cocaine","Adolescent",2014,3,44,6
"1778","Cocaine","Adolescent",2014,3,47,8
"1779","Cocaine","Adolescent",2014,3,48,1
"1780","Cocaine","Adolescent",2014,3,49,35
"1781","Cocaine","Adolescent",2014,4,52,4
"1782","Cocaine","Adolescent",2014,4,53,9
"1783","Cocaine","Adolescent",2014,4,54,1
"1784","Cocaine","Adolescent",2014,4,57,4
"1785","Cocaine","Adolescent",2014,4,58,1
"1786","Cocaine","Adolescent",2014,4,62,34
"1787","Cocaine","Adolescent",2014,4,64,1
"1788","Cocaine","Adolescent",2014,4,65,12
"1789","Cocaine","Adolescent",2014,5,1,5
"1790","Cocaine","Adolescent",2014,5,17,2
"1791","Cocaine","Adolescent",2014,5,38,4
"1792","Cocaine","Adolescent",2014,5,44,1
"1793","Cocaine","Adolescent",2014,5,52,1
"1794","Cocaine","Adolescent",2015,1,4,3
"1795","Cocaine","Adolescent",2015,1,6,4
"1796","Cocaine","Adolescent",2015,1,11,4
"1797","Cocaine","Adolescent",2015,1,12,38
"1798","Cocaine","Adolescent",2015,1,13,10
"1799","Cocaine","Adolescent",2015,2,16,6
"1800","Cocaine","Adolescent",2015,2,17,2
"1801","Cocaine","Adolescent",2015,2,18,13
"1802","Cocaine","Adolescent",2015,2,19,8
"1803","Cocaine","Adolescent",2015,2,20,4
"1804","Cocaine","Adolescent",2015,2,24,2
"1805","Cocaine","Adolescent",2015,2,25,3
"1806","Cocaine","Adolescent",2015,2,26,1
"1807","Cocaine","Adolescent",2015,3,32,3
"1808","Cocaine","Adolescent",2015,3,33,15
"1809","Cocaine","Adolescent",2015,3,34,6
"1810","Cocaine","Adolescent",2015,3,35,1
"1811","Cocaine","Adolescent",2015,3,36,6
"1812","Cocaine","Adolescent",2015,3,37,16
"1813","Cocaine","Adolescent",2015,3,38,3
"1814","Cocaine","Adolescent",2015,3,41,2
"1815","Cocaine","Adolescent",2015,3,42,3
"1816","Cocaine","Adolescent",2015,3,43,1
"1817","Cocaine","Adolescent",2015,3,44,8
"1818","Cocaine","Adolescent",2015,3,46,1
"1819","Cocaine","Adolescent",2015,3,47,6
"1820","Cocaine","Adolescent",2015,3,48,1
"1821","Cocaine","Adolescent",2015,3,49,18
"1822","Cocaine","Adolescent",2015,4,52,3
"1823","Cocaine","Adolescent",2015,4,53,3
"1824","Cocaine","Adolescent",2015,4,54,2
"1825","Cocaine","Adolescent",2015,4,56,2
"1826","Cocaine","Adolescent",2015,4,57,2
"1827","Cocaine","Adolescent",2015,4,58,2
"1828","Cocaine","Adolescent",2015,4,62,13
"1829","Cocaine","Adolescent",2015,4,64,3
"1830","Cocaine","Adolescent",2015,4,65,8
"1831","Cocaine","Adolescent",2015,5,1,1
"1832","Cocaine","Adolescent",2015,5,4,1
"1833","Cocaine","Adult",2009,1,4,154
"1834","Cocaine","Adult",2009,1,5,11
"1835","Cocaine","Adult",2009,1,6,57
"1836","Cocaine","Adult",2009,1,7,9
"1837","Cocaine","Adult",2009,1,8,15
"1838","Cocaine","Adult",2009,1,9,3
"1839","Cocaine","Adult",2009,1,11,85
"1840","Cocaine","Adult",2009,1,12,328
"1841","Cocaine","Adult",2009,1,13,320
"1842","Cocaine","Adult",2009,2,5,1
"1843","Cocaine","Adult",2009,2,9,1
"1844","Cocaine","Adult",2009,2,16,317
"1845","Cocaine","Adult",2009,2,17,71
"1846","Cocaine","Adult",2009,2,18,158
"1847","Cocaine","Adult",2009,2,19,169
"1848","Cocaine","Adult",2009,2,20,42
"1849","Cocaine","Adult",2009,2,22,18
"1850","Cocaine","Adult",2009,2,23,16
"1851","Cocaine","Adult",2009,2,24,19
"1852","Cocaine","Adult",2009,2,25,43
"1853","Cocaine","Adult",2009,2,26,5
"1854","Cocaine","Adult",2009,3,4,2
"1855","Cocaine","Adult",2009,3,6,1
"1856","Cocaine","Adult",2009,3,31,25
"1857","Cocaine","Adult",2009,3,32,19
"1858","Cocaine","Adult",2009,3,33,126
"1859","Cocaine","Adult",2009,3,34,123
"1860","Cocaine","Adult",2009,3,35,143
"1861","Cocaine","Adult",2009,3,36,74
"1862","Cocaine","Adult",2009,3,37,141
"1863","Cocaine","Adult",2009,3,38,43
"1864","Cocaine","Adult",2009,3,39,24
"1865","Cocaine","Adult",2009,3,41,35
"1866","Cocaine","Adult",2009,3,42,32
"1867","Cocaine","Adult",2009,3,43,10
"1868","Cocaine","Adult",2009,3,44,41
"1869","Cocaine","Adult",2009,3,46,6
"1870","Cocaine","Adult",2009,3,47,19
"1871","Cocaine","Adult",2009,3,48,34
"1872","Cocaine","Adult",2009,3,49,364
"1873","Cocaine","Adult",2009,4,52,15
"1874","Cocaine","Adult",2009,4,53,19
"1875","Cocaine","Adult",2009,4,54,2
"1876","Cocaine","Adult",2009,4,55,7
"1877","Cocaine","Adult",2009,4,56,5
"1878","Cocaine","Adult",2009,4,57,52
"1879","Cocaine","Adult",2009,4,58,3
"1880","Cocaine","Adult",2009,4,59,4
"1881","Cocaine","Adult",2009,4,61,3
"1882","Cocaine","Adult",2009,4,62,160
"1883","Cocaine","Adult",2009,4,64,7
"1884","Cocaine","Adult",2009,4,65,19
"1885","Cocaine","Adult",2009,5,1,26
"1886","Cocaine","Adult",2009,5,4,6
"1887","Cocaine","Adult",2009,5,5,1
"1888","Cocaine","Adult",2009,5,6,3
"1889","Cocaine","Adult",2009,5,7,2
"1890","Cocaine","Adult",2009,5,8,2
"1891","Cocaine","Adult",2009,5,9,1
"1892","Cocaine","Adult",2009,5,11,4
"1893","Cocaine","Adult",2009,5,12,18
"1894","Cocaine","Adult",2009,5,13,3
"1895","Cocaine","Adult",2009,5,16,6
"1896","Cocaine","Adult",2009,5,17,23
"1897","Cocaine","Adult",2009,5,18,3
"1898","Cocaine","Adult",2009,5,19,30
"1899","Cocaine","Adult",2009,5,20,1
"1900","Cocaine","Adult",2009,5,23,3
"1901","Cocaine","Adult",2009,5,25,2
"1902","Cocaine","Adult",2009,5,32,1
"1903","Cocaine","Adult",2009,5,33,3
"1904","Cocaine","Adult",2009,5,34,1
"1905","Cocaine","Adult",2009,5,36,4
"1906","Cocaine","Adult",2009,5,37,2
"1907","Cocaine","Adult",2009,5,38,3
"1908","Cocaine","Adult",2009,5,39,3
"1909","Cocaine","Adult",2009,5,41,3
"1910","Cocaine","Adult",2009,5,42,5
"1911","Cocaine","Adult",2009,5,46,1
"1912","Cocaine","Adult",2009,5,47,1
"1913","Cocaine","Adult",2009,5,49,2
"1914","Cocaine","Adult",2009,5,52,1
"1915","Cocaine","Adult",2009,5,62,1
"1916","Cocaine","Adult",2009,5,97,1
"1917","Cocaine","Adult",2010,1,4,230
"1918","Cocaine","Adult",2010,1,5,13
"1919","Cocaine","Adult",2010,1,6,126
"1920","Cocaine","Adult",2010,1,7,28
"1921","Cocaine","Adult",2010,1,8,20
"1922","Cocaine","Adult",2010,1,9,4
"1923","Cocaine","Adult",2010,1,11,130
"1924","Cocaine","Adult",2010,1,12,698
"1925","Cocaine","Adult",2010,1,13,532
"1926","Cocaine","Adult",2010,2,8,1
"1927","Cocaine","Adult",2010,2,16,495
"1928","Cocaine","Adult",2010,2,17,140
"1929","Cocaine","Adult",2010,2,18,213
"1930","Cocaine","Adult",2010,2,19,286
"1931","Cocaine","Adult",2010,2,20,80
"1932","Cocaine","Adult",2010,2,22,20
"1933","Cocaine","Adult",2010,2,23,16
"1934","Cocaine","Adult",2010,2,24,27
"1935","Cocaine","Adult",2010,2,25,65
"1936","Cocaine","Adult",2010,2,26,11
"1937","Cocaine","Adult",2010,2,28,1
"1938","Cocaine","Adult",2010,3,4,3
"1939","Cocaine","Adult",2010,3,6,2
"1940","Cocaine","Adult",2010,3,31,8
"1941","Cocaine","Adult",2010,3,32,24
"1942","Cocaine","Adult",2010,3,33,255
"1943","Cocaine","Adult",2010,3,34,207
"1944","Cocaine","Adult",2010,3,35,83
"1945","Cocaine","Adult",2010,3,36,185
"1946","Cocaine","Adult",2010,3,37,227
"1947","Cocaine","Adult",2010,3,38,74
"1948","Cocaine","Adult",2010,3,39,42
"1949","Cocaine","Adult",2010,3,41,54
"1950","Cocaine","Adult",2010,3,42,57
"1951","Cocaine","Adult",2010,3,43,27
"1952","Cocaine","Adult",2010,3,44,90
"1953","Cocaine","Adult",2010,3,46,11
"1954","Cocaine","Adult",2010,3,47,40
"1955","Cocaine","Adult",2010,3,48,43
"1956","Cocaine","Adult",2010,3,49,512
"1957","Cocaine","Adult",2010,4,7,1
"1958","Cocaine","Adult",2010,4,52,56
"1959","Cocaine","Adult",2010,4,53,40
"1960","Cocaine","Adult",2010,4,54,2
"1961","Cocaine","Adult",2010,4,55,4
"1962","Cocaine","Adult",2010,4,56,16
"1963","Cocaine","Adult",2010,4,57,73
"1964","Cocaine","Adult",2010,4,58,15
"1965","Cocaine","Adult",2010,4,62,283
"1966","Cocaine","Adult",2010,4,63,1
"1967","Cocaine","Adult",2010,4,64,19
"1968","Cocaine","Adult",2010,4,65,37
"1969","Cocaine","Adult",2010,5,1,121
"1970","Cocaine","Adult",2010,5,4,9
"1971","Cocaine","Adult",2010,5,5,1
"1972","Cocaine","Adult",2010,5,6,1
"1973","Cocaine","Adult",2010,5,7,1
"1974","Cocaine","Adult",2010,5,8,2
"1975","Cocaine","Adult",2010,5,11,3
"1976","Cocaine","Adult",2010,5,12,23
"1977","Cocaine","Adult",2010,5,13,11
"1978","Cocaine","Adult",2010,5,16,7
"1979","Cocaine","Adult",2010,5,17,23
"1980","Cocaine","Adult",2010,5,18,7
"1981","Cocaine","Adult",2010,5,19,47
"1982","Cocaine","Adult",2010,5,20,5
"1983","Cocaine","Adult",2010,5,23,1
"1984","Cocaine","Adult",2010,5,24,4
"1985","Cocaine","Adult",2010,5,25,2
"1986","Cocaine","Adult",2010,5,33,9
"1987","Cocaine","Adult",2010,5,34,3
"1988","Cocaine","Adult",2010,5,35,4
"1989","Cocaine","Adult",2010,5,36,11
"1990","Cocaine","Adult",2010,5,37,2
"1991","Cocaine","Adult",2010,5,38,78
"1992","Cocaine","Adult",2010,5,39,4
"1993","Cocaine","Adult",2010,5,41,1
"1994","Cocaine","Adult",2010,5,42,5
"1995","Cocaine","Adult",2010,5,43,1
"1996","Cocaine","Adult",2010,5,44,3
"1997","Cocaine","Adult",2010,5,46,1
"1998","Cocaine","Adult",2010,5,47,2
"1999","Cocaine","Adult",2010,5,49,8
"2000","Cocaine","Adult",2010,5,53,2
"2001","Cocaine","Adult",2010,5,61,1
"2002","Cocaine","Adult",2010,5,62,5
"2003","Cocaine","Adult",2010,5,64,2
"2004","Cocaine","Adult",2010,5,97,3
"2005","Cocaine","Adult",2011,1,4,189
"2006","Cocaine","Adult",2011,1,5,22
"2007","Cocaine","Adult",2011,1,6,112
"2008","Cocaine","Adult",2011,1,7,18
